time,Irms,VibrationMag
7082.586,0.321886152,0.567636669
7083.587,0.331940055,0.541470587
7084.585,0.329911888,0.724429905
7085.586,0.335855782,0.307744086
7086.586,0.326000214,0.664040566
7087.585,0.321394265,0.732001782
7088.585,0.325227052,0.573947132
7089.586,0.325631172,0.545347393
7090.587,0.323472649,0.478874296
7091.587,0.330113381,0.709841013
7092.586,0.334214509,0.694391191
7093.586,0.338482827,0.532551706
7094.586,0.331788808,0.472937912
7095.586,0.329345048,0.588311732
7096.586,0.326521784,0.574127138
7097.587,0.326490045,0.331277818
7098.587,0.323277265,0.431322068
7099.585,0.329681486,0.328377277
7100.586,0.324872762,0.645890534
7101.586,0.330143333,0.605581701
7102.586,0.334481269,0.256729245
7103.585,0.333944947,0.630569041
7104.586,0.326282173,0.653091848
7105.586,0.32441771,0.660431206
7106.586,0.323239535,0.704007089
7107.586,0.321684897,0.579212368
7108.586,0.313099533,0.553255737
7109.586,0.324213117,0.279158682
7110.586,0.321581841,0.394284576
7111.586,0.331842542,0.52153784
7112.586,0.324500054,0.664882779
7113.586,0.324826747,0.654392242
7114.585,0.320543647,0.26739946
7115.586,0.315829456,0.479746223
7116.586,0.316389442,0.41243729
7117.586,0.321077764,0.345040351
7118.586,0.326069266,0.372981429
7119.585,0.332296997,0.636390805
7120.586,0.33930999,0.597345173
7121.586,0.330771118,0.510774255
7122.586,0.330490083,0.661226392
7123.586,0.328699052,0.70452261
7124.585,0.334445268,0.526498854
7125.586,0.324220181,0.566241086
7126.587,0.32766825,0.810455084
7127.587,0.322945327,0.599858344
7128.586,0.321967214,0.55401206
7129.586,0.329140276,0.566845417
7130.586,0.320732772,0.560258925
7131.586,0.316465765,0.628754199
7132.587,0.319962353,0.493345857
7133.586,0.31372869,0.38425675
7134.586,0.335575223,0.372357845
7135.586,0.304242045,0.541578054
7136.586,0.27470687,0.624949515
7137.587,0.31784901,0.47127524
7138.586,0.305169076,0.36899063
7139.585,0.322663456,0.572254896
7140.586,0.328664959,0.53456682
7141.585,0.332965612,0.671779871
7142.587,0.317586124,0.540077269
7143.585,0.338296711,0.570624054
7144.586,0.339434534,0.486185193
7145.586,0.3328605,0.611118972
7146.586,0.299864262,0.851355016
7147.587,0.325920582,0.625143826
7148.587,0.270353854,0.486726403
7149.586,0.306188166,0.621290922
7150.586,0.331751704,0.596701205
7151.586,0.29898116,0.330779672
7152.586,0.315513551,0.577551544
7153.585,0.290254593,0.588156164
7154.587,0.323512942,0.558882594
7155.587,0.271069467,0.704424918
7156.585,0.283790588,0.572266161
7157.585,0.256569088,0.630182982
7158.586,0.274219155,0.592548907
7159.587,0.265675038,0.465294361
7160.587,0.328315079,0.569247723
7161.585,0.280034512,0.676419199
7162.586,0.320531905,0.444326758
7163.586,0.281271428,0.46863544
7164.587,0.316680729,0.421186298
7165.586,0.287546724,0.501127183
7166.585,0.324298888,0.586096525
7167.585,0.298828065,0.721836567
7168.585,0.262221307,0.545909762
7169.585,0.32321915,0.406224847
7170.586,0.314738393,0.513874054
7171.586,0.326967776,0.611103833
7172.586,0.327349365,0.581504762
7173.586,0.331454575,0.313156337
7174.585,0.319978476,0.754341424
7175.586,0.316576779,0.613700628
7176.586,0.308014154,0.658776105
7177.587,0.315991968,0.795901299
7178.585,0.268027663,0.430756658
7179.586,0.321134388,0.411683708
7180.586,0.335570067,0.63533324
7181.586,0.335216999,0.483987123
7182.586,0.316091925,0.522759855
7183.585,0.328332186,0.71391052
7184.585,0.326663494,0.558312118
7185.586,0.320594221,0.546874881
7186.586,0.274765164,0.631616116
7187.586,0.324018359,0.668020189
7188.587,0.300200611,0.730848551
7189.586,0.298785538,0.777003944
7190.586,0.324850917,0.673741639
7191.586,0.275191516,0.570307314
7192.585,0.311185122,0.689165831
7193.586,0.256512165,0.430387646
7194.586,0.330532879,0.512625575
7195.586,0.257588357,0.239450097
7196.587,0.302231491,0.622178137
7197.585,0.269301862,0.648783028
7198.585,0.268994123,0.534287632
7199.586,0.26523006,0.574257731
7200.586,0.255383879,0.512979209
7201.587,0.255536467,0.775606334
7202.585,0.272095889,0.559545577
7203.585,0.285420626,0.549511254
7204.586,0.307591766,0.590808809
7205.586,0.311196208,0.395107061
7206.585,0.322330207,0.486939192
7207.585,0.329263389,0.651153028
7208.586,0.333632857,0.321209788
7209.586,0.334746301,0.49412787
7210.587,0.326207966,0.469670266
7211.585,0.320564777,0.325256437
7212.586,0.313401818,0.394527763
7213.586,0.316335976,0.676263809
7214.585,0.313310057,0.531588078
7215.585,0.315348148,0.697628439
7216.586,0.316392213,0.705797851
7217.586,0.311842889,0.533951223
7218.586,0.310538381,0.594153643
7219.587,0.313184917,0.663082063
7220.585,0.313518465,0.545263469
7221.586,0.30542019,0.657320797
7222.586,0.310914099,0.622454405
7223.586,0.314408034,0.768142045
7224.586,0.313463956,0.56319046
7225.586,0.325782031,0.616084755
7226.587,0.32552594,0.626317442
7227.585,0.323821008,0.601702988
7228.586,0.323167145,0.499829531
7229.586,0.326788604,0.537428737
7230.586,0.332705647,0.71614331
7231.586,0.331741095,0.477993369
7232.586,0.330483139,0.582607329
7233.586,0.319769889,0.55706197
7234.586,0.319586277,0.408371687
7235.587,0.30891186,0.440621167
7236.585,0.310370833,0.549668253
7237.586,0.312405348,0.582591772
7238.585,0.310733587,0.558939517
7239.586,0.323814303,0.548420727
7240.586,0.324522674,0.564329207
7241.586,0.328249335,0.596859634
7242.587,0.319425464,0.472004741
7243.586,0.319389731,0.524142981
7244.586,0.33230263,0.416645795
7245.586,0.325754225,0.344804764
7246.586,0.333224177,0.813069165
7247.586,0.324089825,0.621815503
7248.586,0.319562048,0.697862446
7249.586,0.308420062,0.767475069
7250.587,0.306918919,0.314375967
7251.585,0.299900413,0.338416219
7252.586,0.293114573,0.48471269
7253.586,0.291216224,0.315874726
7254.585,0.303936929,0.446918845
