-64,-64,1216
0,0,1280
-128,0,1344
-64,0,1280
0,0,1280
-64,-64,1280
-64,0,1280
0,-64,1280
0,-64,1280
-64,0,1280
0,0,1280
0,0,1280
-64,-64,1344
0,-64,1344
-64,0,1280
0,-64,1280
0,0,1344
0,0,1344
0,0,1280
0,0,1280
0,-64,1280
-64,-64,1280
0,0,1280
-64,0,1280
0,0,1280
-64,-64,1280
0,-64,1280
0,-64,1280
0,-64,1280
-64,-64,1280
-64,0,1280
-64,-64,1280
-64,-64,1280
0,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
0,0,1280
-64,-64,1280
0,0,1280
-64,-64,1216
0,0,1280
-64,-64,1280
-64,0,1280
-64,0,1280
-64,0,1216
-64,-64,1280
0,-64,1280
0,0,1280
0,-64,1280
0,0,1216
-64,0,1280
-64,0,1280
0,0,1280
-64,0,1280
-128,0,1280
-64,0,1280
0,0,1280
0,0,1280
-64,0,1280
-64,0,1280
0,-64,1280
0,-64,1280
-64,0,1280
-64,64,1280
0,-64,1280
0,-64,1280
-64,192,1280
0,0,1280
-64,-64,1280
-64,-64,1280
-128,-64,1280
-128,-64,1280
0,-64,1344
0,0,1280
-64,-64,1280
0,-64,1280
-64,-64,1280
0,-64,1280
-64,-64,1280
0,-64,1280
0,-64,1344
0,0,1344
-64,0,1280
0,0,1280
-64,0,1280
64,-64,1216
0,0,1280
-64,0,1344
0,-64,1280
0,-64,1280
0,-64,1280
-64,0,1280
-64,0,1280
0,0,1280
0,0,1280
-64,0,1280
64,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,-64,1216
0,0,1280
-128,0,1280
64,0,1280
-64,0,1280
0,0,1280
0,0,1280
-64,0,1344
-64,0,1344
-64,-64,1280
0,0,1280
0,-64,1216
-64,-64,1280
0,0,1280
0,-64,1280
-64,0,1280
-64,0,1280
0,0,1280
-64,-64,1280
-64,-64,1280
-64,0,1280
-64,0,1344
0,-64,1216
0,-64,1280
0,0,1280
-64,0,1280
-64,0,1280
0,0,1280
-64,0,1280
-64,0,1280
-64,-64,1280
0,0,1280
0,0,1280
-64,-64,1280
0,-64,1280
0,-64,1216
0,0,1280
-64,0,1280
0,0,1280
0,0,1280
-64,-64,1280
0,-64,1280
0,0,1280
0,0,1280
0,-64,1280
0,-64,1280
-64,-64,1280
-64,-64,1280
-64,-64,1280
-64,0,1280
-64,0,1280
0,-64,1280
-128,64,1280
-64,0,1280
0,-64,1280
0,0,1344
-64,-64,1280
-64,-64,1280
-64,-64,1280
0,0,1280
-64,-64,1280
-64,0,1280
-64,-64,1280
0,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
0,-64,1280
-64,0,1280
0,-128,1280
-64,0,1344
-64,0,1280
0,0,1280
0,0,1280
0,-64,1280
-64,0,1280
-64,0,1280
-64,0,1280
0,0,1280
0,-64,1280
-128,-64,1280
-64,0,1280
-64,0,1280
0,0,1280
0,-64,1280
0,0,1280
-128,0,1280
0,-64,1280
0,0,1280
-64,-64,1280
-64,0,1280
0,0,1280
0,0,1280
-64,0,1280
-128,0,1280
-64,0,1280
0,-64,1280
0,0,1344
0,0,1280
0,0,1216
-64,-64,1280
-64,-64,1280
-64,0,1216
0,0,1280
-128,0,1280
-64,-64,1280
-64,0,1280
0,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
0,0,1280
0,-64,1280
-64,0,1280
-128,0,1280
-64,-64,1280
-64,0,1280
-64,-64,1280
-64,0,1216
-64,0,1216
-64,0,1280
0,-64,1280
-64,-64,1216
0,0,1280
0,-64,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,0,1280
-64,0,1344
0,-64,1280
-64,-64,1280
-64,64,1280
0,-64,1280
-64,0,1280
0,-64,1280
0,-64,1280
-64,0,1344
-64,0,1280
0,0,1280
-64,-64,1280
-64,0,1280
-64,0,1280
-128,0,1344
-128,-64,1280
-128,-64,1280
0,0,1344
0,0,1280
0,-64,1344
-64,0,1280
-64,-64,1280
0,0,1280
0,0,1344
0,0,1280
0,0,1280
0,0,1280
-64,-64,1280
0,-64,1280
-64,0,1216
0,-128,1280
0,0,1280
-64,-64,1280
-64,0,1280
-64,0,1280
0,0,1280
0,0,1280
-128,0,1280
0,0,1280
0,0,1280
0,0,1280
-64,0,1280
0,-64,1280
0,-64,1280
0,0,1280
-64,0,1280
