time,Irms,VibrationMag
1836.796,0.310530931,0.05761366
1837.797,0.329772264,0.045183834
1838.796,0.321741521,0.047764543
1839.796,0.314988703,0.050956789
1840.796,0.315024734,0.035335455
1841.796,0.304160357,0.048184317
1842.796,0.310505599,0.045211744
1843.797,0.300982207,0.043130711
1844.796,0.293713749,0.049447313
1845.797,0.260457695,0.037231248
1846.797,0.247839108,0.054796387
1847.795,0.227339551,0.057845015
1848.796,0.243323445,0.0677673
1849.797,0.234846503,0.04336733
1850.795,0.241044521,0.042921562
1851.797,0.235214323,0.062888987
1852.797,0.241669089,0.024048733
1853.796,0.258906514,0.047466267
1854.796,0.272900999,0.049117271
1855.797,0.276810527,0.043193284
1856.797,0.294233352,0.024004579
1857.796,0.287299275,0.067293406
1858.796,0.301035911,0.056992192
1859.796,0.303610265,0.035014484
1860.796,0.31218043,0.039151061
1861.796,0.325187296,0.049765769
1862.797,0.319864005,0.048222091
1863.795,0.319817394,0.047735866
1864.796,0.313727588,0.036633123
1865.797,0.319585174,0.034495857
1866.796,0.31233719,0.028115103
1867.796,0.326538146,0.044142678
1868.796,0.318971127,0.045356408
1869.797,0.315729648,0.042176872
1870.796,0.260645628,0.029730504
1871.797,0.316981077,0.041383781
1872.795,0.246389881,0.051605646
1873.796,0.326310933,0.043993428
1874.795,0.316771805,0.056302298
1875.797,0.317632049,0.044511188
1876.795,0.298789263,0.046135414
1877.796,0.319994211,0.035878446
1878.797,0.317890018,0.027501479
1879.797,0.314386457,0.040355507
1880.796,0.252952486,0.051832881
1881.796,0.283019543,0.068789065
1882.796,0.283962339,0.053896073
1883.796,0.256645769,0.040354539
1884.796,0.313085169,0.038384628
1885.796,0.244344503,0.039014585
1886.797,0.296717942,0.047010276
1887.796,0.225291744,0.012175463
1888.796,0.323153824,0.025026858
1889.797,0.226841211,0.060782235
1890.796,0.269079745,0.026764633
1891.796,0.234779522,0.055424586
1892.796,0.257080913,0.039621409
1893.796,0.240062326,0.059218716
1894.797,0.313694716,0.043482613
1895.796,0.27676028,0.043456931
1896.797,0.301901072,0.065915726
1897.796,0.304061979,0.043475788
1898.796,0.321368039,0.042436365
1899.797,0.311126322,0.05879188
1900.797,0.262355357,0.042921286
1901.796,0.315175861,0.03331231
1902.796,0.239231676,0.05342792
1903.796,0.32384342,0.043893013
1904.797,0.292260766,0.050241772
1905.796,0.315743268,0.056589503
1906.795,0.311692119,0.065287597
1907.796,0.322397858,0.043629389
1908.797,0.295907199,0.042002317
1909.796,0.32492438,0.040469866
1910.797,0.310960889,0.043389697
1911.796,0.308734715,0.042854544
1912.797,0.256384313,0.045129616
1913.797,0.318889946,0.036608964
1914.796,0.262100875,0.060641553
1915.797,0.323969454,0.052291062
1916.797,0.317900986,0.061539244
1917.796,0.304975003,0.031922448
1918.797,0.299448431,0.059219282
1919.795,0.31658268,0.047204446
1920.796,0.323982835,0.056400675
1921.796,0.317453682,0.062392998
1922.797,0.291363776,0.057478711
1923.796,0.314520478,0.047246441
1924.796,0.248773083,0.057986915
1925.796,0.314739049,0.05107085
1926.797,0.305335611,0.032545146
1927.796,0.323214382,0.046414673
1928.796,0.302784652,0.057205554
1929.796,0.32145983,0.047501743
1930.797,0.300016999,0.039701667
1931.796,0.319333911,0.040497687
1932.796,0.320488125,0.051399857
1933.797,0.323524267,0.078613587
1934.796,0.314500928,0.046010807
1935.796,0.325740367,0.060474496
1936.797,0.31779778,0.061168421
