Irms,VibrationMag
0.472170591,0.009429759
0.460261822,0.035855897
0.427700281,0.066795208
0.331956208,0.321102709
0.326793671,0.541073859
0.326521605,0.507858038
0.331802517,0.800647199
0.335725963,0.771619141
0.341026396,0.605436623
0.339293569,0.886070252
0.341563851,0.425920725
0.336577535,0.522758484
0.337373018,0.726305544
0.344250709,0.85595423
0.344736993,0.550726712
0.338791281,0.400482565
0.341509581,0.417562336
0.333336294,0.415550262
0.330927908,0.481801301
0.335650444,0.824685037
